"caseID","timeStamp","userID","targetApp","eventType","url","content","target.workbookName","target.sheetName","target.id","target.class","target.tagName","target.type","target.name","target.value","target.innerText","target.checked","target.href","target.option","target.title","target.innerHTML"
"36","2019-10-21T00:56:42.906Z","vleno","Excel","copyCell","","Czech Republic","StudentRecords.xlsx","Sheet1","F37","","","","","Czech Republic","","","","","",""
"36","2019-10-21T00:56:45.545Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Czech Republic","","","","","INPUT","text","SingleLine1","","","","","","",""
"36","2019-10-21T00:56:45.841Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Czech Republic","","","","","",""
"36","2019-10-21T00:57:19.294Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"46","2019-10-21T01:09:06.028Z","vleno","Excel","copyCell","","Norway","StudentRecords.xlsx","Sheet1","F47","","","","","Norway","","","","","",""
"46","2019-10-21T01:09:07.745Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Norway","","","","","INPUT","text","SingleLine1","","","","","","",""
"46","2019-10-21T01:09:08.041Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Norway","","","","","",""
"46","2019-10-21T01:09:35.392Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"17","2019-10-21T00:31:53.654Z","vleno","Excel","copyCell","","Australia","StudentRecords.xlsx","Sheet1","F18","","","","","Australia","","","","","",""
"17","2019-10-21T00:31:55.217Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Australia","","","","","INPUT","text","SingleLine1","","","","","","",""
"17","2019-10-21T00:31:55.538Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Australia","","","","","",""
"17","2019-10-21T00:32:23.240Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"27","2019-10-21T00:44:26.578Z","vleno","Excel","copyCell","","Japan","StudentRecords.xlsx","Sheet1","F28","","","","","Japan","","","","","",""
"27","2019-10-21T00:44:30.017Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Japan","","","","","INPUT","text","SingleLine1","","","","","","",""
"27","2019-10-21T00:44:30.306Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Japan","","","","","",""
"27","2019-10-21T00:45:16.210Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"37","2019-10-21T00:57:57.793Z","vleno","Excel","copyCell","","Netherlands","StudentRecords.xlsx","Sheet1","F38","","","","","Netherlands","","","","","",""
"37","2019-10-21T00:57:59.426Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Netherlands","","","","","INPUT","text","SingleLine1","","","","","","",""
"37","2019-10-21T00:57:59.586Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Netherlands","","","","","",""
"37","2019-10-21T00:58:29.353Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"47","2019-10-21T01:10:13.957Z","vleno","Excel","copyCell","","France","StudentRecords.xlsx","Sheet1","F48","","","","","France","","","","","",""
"47","2019-10-21T01:10:15.505Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","France","","","","","INPUT","text","SingleLine1","","","","","","",""
"47","2019-10-21T01:10:15.818Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","France","","","","","",""
"47","2019-10-21T01:10:42.989Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"18","2019-10-21T00:33:09.411Z","vleno","Excel","copyCell","","Italy","StudentRecords.xlsx","Sheet1","F19","","","","","Italy","","","","","",""
"18","2019-10-21T00:33:11.065Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Italy","","","","","INPUT","text","SingleLine1","","","","","","",""
"18","2019-10-21T00:33:11.394Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Italy","","","","","",""
"18","2019-10-21T00:33:41.136Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"28","2019-10-21T00:45:54.995Z","vleno","Excel","copyCell","","Croatia","StudentRecords.xlsx","Sheet1","F29","","","","","Croatia","","","","","",""
"28","2019-10-21T00:45:56.617Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Croatia","","","","","INPUT","text","SingleLine1","","","","","","",""
"28","2019-10-21T00:45:56.906Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Croatia","","","","","",""
"28","2019-10-21T00:46:26.886Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"38","2019-10-21T00:59:03.735Z","vleno","Excel","copyCell","","United Kingdom","StudentRecords.xlsx","Sheet1","F39","","","","","United Kingdom","","","","","",""
"38","2019-10-21T00:59:05.506Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","United Kingdom","","","","","INPUT","text","SingleLine1","","","","","","",""
"38","2019-10-21T00:59:05.770Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","United Kingdom","","","","","",""
"38","2019-10-21T00:59:36.390Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"48","2019-10-21T01:11:21.327Z","vleno","Excel","copyCell","","Italy","StudentRecords.xlsx","Sheet1","F49","","","","","Italy","","","","","",""
"48","2019-10-21T01:11:22.801Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Italy","","","","","INPUT","text","SingleLine1","","","","","","",""
"48","2019-10-21T01:11:23.089Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Italy","","","","","",""
"48","2019-10-21T01:11:52.221Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"19","2019-10-21T00:34:17.719Z","vleno","Excel","copyCell","","Australia","StudentRecords.xlsx","Sheet1","F20","","","","","Australia","","","","","",""
"19","2019-10-21T00:34:19.162Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Australia","","","","","INPUT","text","SingleLine1","","","","","","",""
"19","2019-10-21T00:34:19.417Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Australia","","","","","",""
"19","2019-10-21T00:34:55.684Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"29","2019-10-21T00:47:08.175Z","vleno","Excel","copyCell","","China","StudentRecords.xlsx","Sheet1","F30","","","","","China","","","","","",""
"29","2019-10-21T00:47:11.194Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","China","","","","","INPUT","text","SingleLine1","","","","","","",""
"29","2019-10-21T00:47:11.449Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","China","","","","","",""
"29","2019-10-21T00:47:44.825Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"39","2019-10-21T01:00:15.171Z","vleno","Excel","copyCell","","United Kingdom","StudentRecords.xlsx","Sheet1","F40","","","","","United Kingdom","","","","","",""
"39","2019-10-21T01:00:19.009Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","United Kingdom","","","","","INPUT","text","SingleLine1","","","","","","",""
"39","2019-10-21T01:00:19.274Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","United Kingdom","","","","","",""
"39","2019-10-21T01:00:46.864Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"49","2019-10-21T01:12:29.426Z","vleno","Excel","copyCell","","Italy","StudentRecords.xlsx","Sheet1","F50","","","","","Italy","","","","","",""
"49","2019-10-21T01:12:31.480Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","Italy","","","","","INPUT","text","SingleLine1","","","","","","",""
"49","2019-10-21T01:12:31.793Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","SingleLine1","Italy","","","","","",""
"49","2019-10-21T01:13:01.465Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
